,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,6195.0,2831.0,449.0,4147.0,0.7592130377330788,0.5942963599885354,0.9023063533507397,9026.0,4596.0,6644.0,6978.0,0.9023063533507397,0.3136494571238644,0.6863505428761356,0.09769364664926022,0 days 00:00:00.486105,0 days 00:19:22.737264,0 days 00:00:00.085357
