,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,5370.0,4148.0,175.0,3929.0,0.6826457201585671,0.4864429862572737,0.9573586744639376,9518.0,4104.0,5545.0,8077.0,0.9573586744639376,0.43580584156335367,0.5641941584366463,0.042641325536062376,0 days 00:00:00.464294,0 days 00:18:52.520110,0 days 00:00:00.083139
