,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate
0,7314.0,1003.0,1898.0,1612.0,0.7547137904794116,0.6164435946462715,0.45925925925925926,8317.0,3510.0,9212.0,2615.0,0.45925925925925926,0.1205963688830107,0.8794036311169893,0.5407407407407407
1,7533.0,784.0,2055.0,1455.0,0.7599560328062906,0.6498436802143814,0.41452991452991456,8317.0,3510.0,9588.0,2239.0,0.41452991452991456,0.0942647589274979,0.9057352410725021,0.5854700854700855
2,7550.0,767.0,2059.0,1451.0,0.7610552126490234,0.6541929666366095,0.4133903133903134,8317.0,3510.0,9609.0,2218.0,0.4133903133903134,0.09222075267524348,0.9077792473247566,0.5866096866096866
3,7645.0,672.0,2116.0,1394.0,0.7642681998816268,0.6747337850919651,0.39715099715099716,8317.0,3510.0,9761.0,2066.0,0.39715099715099716,0.08079836479499819,0.9192016352050018,0.6028490028490029
4,7467.0,850.0,2012.0,1498.0,0.7580113300076097,0.6379897785349233,0.4267806267806268,8317.0,3510.0,9479.0,2348.0,0.4267806267806268,0.10220031261272093,0.8977996873872791,0.5732193732193732
5,7425.0,892.0,1967.0,1543.0,0.7582649868943941,0.6336755646817248,0.4396011396011396,8317.0,3510.0,9392.0,2435.0,0.4396011396011396,0.10725021041240831,0.8927497895875917,0.5603988603988604
6,7408.0,909.0,1950.0,1560.0,0.7582649868943941,0.6318347509113001,0.4444444444444444,8317.0,3510.0,9358.0,2469.0,0.4444444444444444,0.10929421666466274,0.8907057833353372,0.5555555555555556
7,7455.0,862.0,2003.0,1507.0,0.7577576731208252,0.6361333896158716,0.42934472934472934,8317.0,3510.0,9458.0,2369.0,0.42934472934472934,0.10364314055548876,0.8963568594445113,0.5706552706552707
8,7467.0,850.0,2012.0,1498.0,0.7580113300076097,0.6379897785349233,0.4267806267806268,8317.0,3510.0,9479.0,2348.0,0.4267806267806268,0.10220031261272093,0.8977996873872791,0.5732193732193732
9,7432.0,885.0,1974.0,1536.0,0.7582649868943941,0.6344485749690211,0.4376068376068376,8317.0,3510.0,9406.0,2421.0,0.4376068376068376,0.1064085607791271,0.8935914392208729,0.5623931623931624
10,7304.0,1013.0,1891.0,1619.0,0.7544601335926271,0.6151215805471124,0.46125356125356126,8317.0,3510.0,9195.0,2632.0,0.46125356125356126,0.12179872550198388,0.8782012744980161,0.5387464387464388
11,7455.0,862.0,2004.0,1506.0,0.7576731208252304,0.6359797297297297,0.42905982905982903,8317.0,3510.0,9459.0,2368.0,0.42905982905982903,0.10364314055548876,0.8963568594445113,0.5709401709401709
12,7430.0,887.0,1972.0,1538.0,0.7582649868943941,0.6342268041237114,0.43817663817663816,8317.0,3510.0,9402.0,2425.0,0.43817663817663816,0.10664903210292173,0.8933509678970782,0.5618233618233618
13,7783.0,534.0,2173.0,1337.0,0.7711169358248077,0.7145911277391769,0.3809116809116809,8317.0,3510.0,9956.0,1871.0,0.3809116809116809,0.06420584345316821,0.9357941565468318,0.6190883190883191
14,7775.0,542.0,2165.0,1345.0,0.7711169358248077,0.7127715951245363,0.3831908831908832,8317.0,3510.0,9940.0,1887.0,0.3831908831908832,0.06516772874834675,0.9348322712516532,0.6168091168091168
15,7445.0,872.0,1981.0,1529.0,0.7587723006679631,0.6368179925031237,0.4356125356125356,8317.0,3510.0,9426.0,2401.0,0.4356125356125356,0.10484549717446194,0.8951545028255381,0.5643874643874643
16,7647.0,670.0,2118.0,1392.0,0.7642681998816268,0.6750727449078564,0.39658119658119656,8317.0,3510.0,9765.0,2062.0,0.39658119658119656,0.08055789347120355,0.9194421065287964,0.6034188034188034
17,7342.0,975.0,1902.0,1608.0,0.7567430455736873,0.6225319396051103,0.4581196581196581,8317.0,3510.0,9244.0,2583.0,0.4581196581196581,0.11722977034988577,0.8827702296501142,0.5418803418803418
18,7314.0,1003.0,1898.0,1612.0,0.7547137904794116,0.6164435946462715,0.45925925925925926,8317.0,3510.0,9212.0,2615.0,0.45925925925925926,0.1205963688830107,0.8794036311169893,0.5407407407407407
19,7374.0,943.0,1931.0,1579.0,0.7569967024604718,0.6260904044409199,0.44985754985754983,8317.0,3510.0,9305.0,2522.0,0.44985754985754983,0.11338222916917158,0.8866177708308284,0.5501424501424501
20,7775.0,542.0,2170.0,1340.0,0.7706941743468335,0.7120085015940489,0.3817663817663818,8317.0,3510.0,9945.0,1882.0,0.3817663817663818,0.06516772874834675,0.9348322712516532,0.6182336182336182
21,7290.0,1027.0,1883.0,1627.0,0.753952819819058,0.6130369253956293,0.4635327635327635,8317.0,3510.0,9173.0,2654.0,0.4635327635327635,0.12348202476854635,0.8765179752314537,0.5364672364672365
22,7783.0,534.0,2173.0,1337.0,0.7711169358248077,0.7145911277391769,0.3809116809116809,8317.0,3510.0,9956.0,1871.0,0.3809116809116809,0.06420584345316821,0.9357941565468318,0.6190883190883191
23,7755.0,562.0,2152.0,1358.0,0.7705250697556438,0.7072916666666667,0.3868945868945869,8317.0,3510.0,9907.0,1920.0,0.3868945868945869,0.06757244198629314,0.9324275580137069,0.6131054131054131
24,7440.0,877.0,1979.0,1531.0,0.7585186437811786,0.635797342192691,0.4361823361823362,8317.0,3510.0,9419.0,2408.0,0.4361823361823362,0.10544667548394854,0.8945533245160514,0.5638176638176638
25,7755.0,562.0,2154.0,1356.0,0.7703559651644543,0.7069864442127216,0.38632478632478634,8317.0,3510.0,9909.0,1918.0,0.38632478632478634,0.06757244198629314,0.9324275580137069,0.6136752136752137
26,7451.0,866.0,1999.0,1511.0,0.7577576731208252,0.6356752208666386,0.4304843304843305,8317.0,3510.0,9450.0,2377.0,0.4304843304843305,0.10412408320307803,0.8958759167969219,0.5695156695156696
27,7459.0,858.0,2007.0,1503.0,0.7577576731208252,0.636594663278272,0.4282051282051282,8317.0,3510.0,9466.0,2361.0,0.4282051282051282,0.10316219790789949,0.8968378020921005,0.5717948717948718
28,7464.0,853.0,2008.0,1502.0,0.7580958823032046,0.637791932059448,0.42792022792022794,8317.0,3510.0,9472.0,2355.0,0.42792022792022794,0.10256101959841289,0.8974389804015871,0.5720797720797721
29,7430.0,887.0,1972.0,1538.0,0.7582649868943941,0.6342268041237114,0.43817663817663816,8317.0,3510.0,9402.0,2425.0,0.43817663817663816,0.10664903210292173,0.8933509678970782,0.5618233618233618
30,7464.0,853.0,2009.0,1501.0,0.7580113300076097,0.6376380628717078,0.42763532763532763,8317.0,3510.0,9473.0,2354.0,0.42763532763532763,0.10256101959841289,0.8974389804015871,0.5723646723646724
