,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,13135.0,295.0,17.0,5701.0,0.9837058700647587,0.9508005336891261,0.997026932493879,13430.0,5718.0,13152.0,5996.0,0.997026932493879,0.021965748324646314,0.9780342516753537,0.002973067506121021,0 days 00:00:00.499800,0 days 00:26:07.267010,0 days 00:00:00.081850
