,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,16155.0,97.0,218.0,2678.0,0.9835491957384583,0.9650450450450451,0.9247237569060773,16252.0,2896.0,16373.0,2775.0,0.9247237569060773,0.005968496185084913,0.9940315038149151,0.07527624309392265,0 days 00:00:00.512944,0 days 00:26:22.552205,0 days 00:00:00.082648
