,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate
0,9518.0,0.0,4098.0,6.0,0.699163118484804,1.0,0.0014619883040935672,9518.0,4104.0,13616.0,6.0,0.0014619883040935672,0.0,1.0,0.9985380116959064
1,9518.0,0.0,4097.0,7.0,0.6992365291440317,1.0,0.001705653021442495,9518.0,4104.0,13615.0,7.0,0.001705653021442495,0.0,1.0,0.9982943469785575
2,9518.0,0.0,4096.0,8.0,0.6993099398032594,1.0,0.001949317738791423,9518.0,4104.0,13614.0,8.0,0.001949317738791423,0.0,1.0,0.9980506822612085
3,9518.0,0.0,4093.0,11.0,0.6995301717809426,1.0,0.0026803118908382065,9518.0,4104.0,13611.0,11.0,0.0026803118908382065,0.0,1.0,0.9973196881091618
4,9518.0,0.0,4089.0,15.0,0.6998238144178535,1.0,0.003654970760233918,9518.0,4104.0,13607.0,15.0,0.003654970760233918,0.0,1.0,0.9963450292397661
5,9510.0,8.0,4081.0,23.0,0.6998238144178535,0.7419354838709677,0.005604288499025341,9518.0,4104.0,13591.0,31.0,0.005604288499025341,0.0008405127127547804,0.9991594872872452,0.9943957115009746
6,9498.0,20.0,4058.0,46.0,0.7006313316693584,0.696969696969697,0.011208576998050682,9518.0,4104.0,13556.0,66.0,0.011208576998050682,0.002101281781886951,0.997898718218113,0.9887914230019493
7,9487.0,31.0,4044.0,60.0,0.7008515636470416,0.6593406593406593,0.014619883040935672,9518.0,4104.0,13531.0,91.0,0.014619883040935672,0.003256986761924774,0.9967430132380752,0.9853801169590644
8,9476.0,42.0,4029.0,75.0,0.7011452062839524,0.6410256410256411,0.01827485380116959,9518.0,4104.0,13505.0,117.0,0.01827485380116959,0.004412691741962597,0.9955873082580374,0.9817251461988304
9,9453.0,65.0,4005.0,99.0,0.7012186169431801,0.6036585365853658,0.02412280701754386,9518.0,4104.0,13458.0,164.0,0.02412280701754386,0.006829165791132591,0.9931708342088674,0.9758771929824561
10,9399.0,119.0,3977.0,127.0,0.6993099398032594,0.516260162601626,0.03094541910331384,9518.0,4104.0,13376.0,246.0,0.03094541910331384,0.01250262660222736,0.9874973733977727,0.9690545808966862
11,9328.0,190.0,3941.0,163.0,0.6967405667302893,0.46175637393767704,0.03971734892787524,9518.0,4104.0,13269.0,353.0,0.03971734892787524,0.019962176927926036,0.980037823072074,0.9602826510721247
12,9289.0,229.0,3881.0,223.0,0.6982821905740714,0.49336283185840707,0.05433723196881091,9518.0,4104.0,13170.0,452.0,0.05433723196881091,0.02405967640260559,0.9759403235973945,0.9456627680311891
13,9250.0,268.0,3772.0,332.0,0.7034209367200117,0.5533333333333333,0.08089668615984405,9518.0,4104.0,13022.0,600.0,0.08089668615984405,0.028157175877285143,0.9718428241227148,0.919103313840156
14,9171.0,347.0,3641.0,463.0,0.7072382909998531,0.571604938271605,0.1128167641325536,9518.0,4104.0,12812.0,810.0,0.1128167641325536,0.0364572389157386,0.9635427610842614,0.8871832358674464
15,9082.0,436.0,3478.0,626.0,0.7126706797827045,0.5894538606403014,0.15253411306042886,9518.0,4104.0,12560.0,1062.0,0.15253411306042886,0.045807942845135535,0.9541920571548644,0.8474658869395711
16,9017.0,501.0,3297.0,807.0,0.7211863162531199,0.6169724770642202,0.1966374269005848,9518.0,4104.0,12314.0,1308.0,0.1966374269005848,0.05263710863626812,0.9473628913637319,0.8033625730994152
17,8976.0,542.0,3140.0,964.0,0.7297019527235354,0.6401062416998672,0.23489278752436646,9518.0,4104.0,12116.0,1506.0,0.23489278752436646,0.05694473628913637,0.9430552637108637,0.7651072124756335
18,8914.0,604.0,3005.0,1099.0,0.735060930847159,0.6453317674691721,0.26778752436647174,9518.0,4104.0,11919.0,1703.0,0.26778752436647174,0.06345870981298592,0.936541290187014,0.7322124756335283
19,8826.0,692.0,2870.0,1234.0,0.7385112318308619,0.6407061266874351,0.300682261208577,9518.0,4104.0,11696.0,1926.0,0.300682261208577,0.07270434965328851,0.9272956503467115,0.699317738791423
20,8722.0,796.0,2745.0,1359.0,0.740052855674644,0.6306264501160093,0.33114035087719296,9518.0,4104.0,11467.0,2155.0,0.33114035087719296,0.08363101491910065,0.9163689850808994,0.668859649122807
21,8605.0,913.0,2670.0,1434.0,0.7369696079870798,0.6109927567106945,0.34941520467836257,9518.0,4104.0,11275.0,2347.0,0.34941520467836257,0.09592351334313931,0.9040764866568607,0.6505847953216374
22,8459.0,1059.0,2599.0,1505.0,0.7314638085450007,0.5869734789391575,0.36671539961013644,9518.0,4104.0,11058.0,2564.0,0.36671539961013644,0.11126287035091406,0.8887371296490859,0.6332846003898636
23,8352.0,1166.0,2553.0,1551.0,0.7269857583321099,0.5708502024291497,0.37792397660818716,9518.0,4104.0,10905.0,2717.0,0.37792397660818716,0.12250472788400925,0.8774952721159908,0.6220760233918129
24,8300.0,1218.0,2530.0,1574.0,0.724856849214506,0.5637535816618912,0.3835282651072125,9518.0,4104.0,10830.0,2792.0,0.3835282651072125,0.1279680605169153,0.8720319394830847,0.6164717348927875
25,8248.0,1270.0,2506.0,1598.0,0.7228013507561298,0.5571827057182706,0.38937621832358676,9518.0,4104.0,10754.0,2868.0,0.38937621832358676,0.1334313931498214,0.8665686068501786,0.6106237816764133
26,8205.0,1313.0,2480.0,1624.0,0.7215533695492585,0.5529451821586653,0.39571150097465885,9518.0,4104.0,10685.0,2937.0,0.39571150097465885,0.13794914898087834,0.8620508510191217,0.6042884990253411
27,8137.0,1381.0,2461.0,1643.0,0.7179562472471003,0.5433201058201058,0.4003411306042885,9518.0,4104.0,10598.0,3024.0,0.4003411306042885,0.14509350703929397,0.854906492960706,0.5996588693957114
28,8084.0,1434.0,2442.0,1662.0,0.7154602848333578,0.5368217054263565,0.40497076023391815,9518.0,4104.0,10526.0,3096.0,0.40497076023391815,0.1506619037612944,0.8493380962387056,0.5950292397660819
29,8030.0,1488.0,2430.0,1674.0,0.7123770371457936,0.5294117647058824,0.40789473684210525,9518.0,4104.0,10460.0,3162.0,0.40789473684210525,0.15633536457238917,0.8436646354276108,0.5921052631578947
30,7973.0,1545.0,2421.0,1683.0,0.7088533255028631,0.5213754646840149,0.4100877192982456,9518.0,4104.0,10394.0,3228.0,0.4100877192982456,0.16232401765076696,0.837675982349233,0.5899122807017544
31,7898.0,1620.0,2406.0,1698.0,0.7044486859491998,0.5117540687160941,0.4137426900584795,9518.0,4104.0,10304.0,3318.0,0.4137426900584795,0.17020382433284303,0.829796175667157,0.5862573099415205
32,7838.0,1680.0,2395.0,1709.0,0.7008515636470416,0.5042785482443198,0.41642300194931775,9518.0,4104.0,10233.0,3389.0,0.41642300194931775,0.1765076696785039,0.8234923303214962,0.5835769980506823
33,7747.0,1771.0,2382.0,1722.0,0.6951255322272794,0.49298597194388777,0.4195906432748538,9518.0,4104.0,10129.0,3493.0,0.4195906432748538,0.18606850178608952,0.8139314982139105,0.5804093567251462
34,7703.0,1815.0,2372.0,1732.0,0.692629569813537,0.488299971807161,0.4220272904483431,9518.0,4104.0,10075.0,3547.0,0.4220272904483431,0.1906913217062408,0.8093086782937592,0.5779727095516569
35,7629.0,1889.0,2364.0,1740.0,0.6877844663045074,0.4794709286304767,0.4239766081871345,9518.0,4104.0,9993.0,3629.0,0.4239766081871345,0.19846606429922253,0.8015339357007775,0.5760233918128655
36,7535.0,1983.0,2353.0,1751.0,0.6816913815886066,0.468934118907338,0.42665692007797273,9518.0,4104.0,9888.0,3734.0,0.42665692007797273,0.2083420886740912,0.7916579113259088,0.5733430799220273
37,7488.0,2030.0,2345.0,1759.0,0.6788283658787256,0.4642385853787279,0.42860623781676416,9518.0,4104.0,9833.0,3789.0,0.42860623781676416,0.21328010086152552,0.7867198991384745,0.5713937621832359
