,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,7850.0,467.0,22.0,3488.0,0.9586539274541304,0.8819216182048041,0.9937321937321937,8317.0,3510.0,7872.0,3955.0,0.9937321937321937,0.056150054106047856,0.9438499458939521,0.0062678062678062675,0 days 00:00:00.470151,0 days 00:15:39.085321,0 days 00:00:00.079402
