,TN,FP,FN,TP,Accuracy,Precision,Recall,Total_Actual_Neg,Total_Actual_Pos,Total_Pred_Neg,Total_Pred_Pos,TP_Rate,FP_Rate,TN_Rate,FN_Rate,max_time,total_time,avg_time
time,8788.0,47.0,41.0,2951.0,0.9925593979876554,0.9843228819212808,0.9862967914438503,8835.0,2992.0,8829.0,2998.0,0.9862967914438503,0.0053197509903791735,0.9946802490096208,0.013703208556149732,0 days 00:00:00.533646,0 days 00:16:09.936823,0 days 00:00:00.082010
